genero,rangoedad,estado,Actividad,condicion,grupoetnico,tipoevento,Ubicación,municipio,departamento,sitio,latitudcabecera,longitudcabecera,tipoarea,ano,mes,codigodanemunicipio,codigodanedepartamento
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(6.143703, -75.185183)",GRANADA,ANTIOQUIA,Sin informacion,6.143703,-75.185183,Rural,2006,1,5313,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(1.49494421255, -75.4630895064)",MONTANITA,CAQUETA,Sin informacion,1.49494421255,-75.4630895064,Rural,2009,12,18410,18
Hombre,Mayor de 18 anos,Muerto,Erradicador manual - PCI,Civil,no,Sin informacion,"(0.502569, -76.49818)",PUERTO ASIS,PUTUMAYO,Sin informacion,0.502569,-76.49818,Rural,2008,4,86568,86
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.883545, -75.670508)",PUERTO LIBERTADOR,CORDOBA,Sin informacion,7.883545,-75.670508,Rural,2009,11,23580,23
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.883545, -75.670508)",PUERTO LIBERTADOR,CORDOBA,Sin informacion,7.883545,-75.670508,Rural,2009,11,23580,23
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.883545, -75.670508)",PUERTO LIBERTADOR,CORDOBA,Sin informacion,7.883545,-75.670508,Rural,2009,11,23580,23
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.883545, -75.670508)",PUERTO LIBERTADOR,CORDOBA,Sin informacion,7.883545,-75.670508,Rural,2009,11,23580,23
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.5875, -78.2275)",BARBACOAS,NARINO,Vereda Santa Lucia,1.5875,-78.2275,Rural,2010,1,52079,52
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.372777777777777, -75.20444444444445)",TARAZA,ANTIOQUIA,Quebrada Iraca,7.372777777777777,-75.20444444444445,Rural,2010,1,5790,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.165222, -75.438081)",VALDIVIA,ANTIOQUIA,Sin informacion,7.165222,-75.438081,Rural,2008,3,5854,5
Hombre,Menor de 18 anos,Muerto,Sin Informacion,Civil,Indigena,En cerca a edificio residencial,"(2.955399, -76.268615)",TORIBIO,CAUCA,Vereda Vichiqui,2.955399,-76.268615,Rural,2009,8,19821,19
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.165222, -75.438081)",VALDIVIA,ANTIOQUIA,Sin informacion,7.165222,-75.438081,Rural,2008,3,5854,5
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,Indigena,En cerca a edificio residencial,"(2.955399, -76.268615)",TORIBIO,CAUCA,Vereda Vichiqui,2.955399,-76.268615,Rural,2009,8,19821,19
Mujer,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(1.225, -77.68)",SANTA CRUZ,NARINO,Sin informacion,1.225,-77.68,Rural,2009,7,52699,52
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.274352, -75.382426)",VALDIVIA,ANTIOQUIA,Sin informacion,7.274352,-75.382426,Urbana,2009,4,5854,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.165222, -75.438081)",VALDIVIA,ANTIOQUIA,Sin informacion,7.165222,-75.438081,Rural,2008,3,5854,5
Mujer,Mayor de 18 anos,Muerto,Transito por via usual,Civil,Indigena,Sin informacion,"(1.212529, -77.995412)",RICAURTE,NARINO,Sin informacion,1.212529,-77.995412,Rural,2009,12,52612,52
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(2.255, -71.7891666666667)",EL RETORNO,GUAVIARE,Tomachipan,2.255,-71.7891666666667,Rural,2009,10,95025,95
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(2.255, -71.7891666666667)",EL RETORNO,GUAVIARE,Tomachipan,2.255,-71.7891666666667,Rural,2009,10,95025,95
Hombre,Mayor de 18 anos,Herido,Cuidado de animales,Civil,no,Sin informacion,"(3.380464, -73.878772)",SAN JUAN DE ARAMA,META,Sin informacion,3.380464,-73.878772,Rural,2009,12,50683,50
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Muerto,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Muerto,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.483919, -73.933361)",SAN PABLO,BOLIVAR,Sin informacion,7.483919,-73.933361,Rural,2009,8,13670,13
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.483919, -73.933361)",SAN PABLO,BOLIVAR,Sin informacion,7.483919,-73.933361,Rural,2009,8,13670,13
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(1.49494421255, -75.4630895064)",MONTANITA,CAQUETA,Sin informacion,1.49494421255,-75.4630895064,Rural,2009,10,18410,18
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(0.343179, -76.911852)",SAN MIGUEL,PUTUMAYO,Sin informacion,0.343179,-76.911852,Rural,2008,9,86757,86
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.58831222222222, -75.4028944444444)",TARAZA,ANTIOQUIA,Sin informacion,7.58831222222222,-75.4028944444444,Rural,2009,7,5790,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.58831222222222, -75.4028944444444)",TARAZA,ANTIOQUIA,Sin informacion,7.58831222222222,-75.4028944444444,Rural,2009,7,5790,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.58831222222222, -75.4028944444444)",TARAZA,ANTIOQUIA,Sin informacion,7.58831222222222,-75.4028944444444,Rural,2009,7,5790,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.58831222222222, -75.4028944444444)",TARAZA,ANTIOQUIA,Sin informacion,7.58831222222222,-75.4028944444444,Rural,2009,7,5790,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.58831222222222, -75.4028944444444)",TARAZA,ANTIOQUIA,Sin informacion,7.58831222222222,-75.4028944444444,Rural,2009,7,5790,5
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(7.58831222222222, -75.4028944444444)",TARAZA,ANTIOQUIA,Sin informacion,7.58831222222222,-75.4028944444444,Rural,2009,7,5790,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.0572222222222223, -76.7761111111111)",SUAREZ,CAUCA,Vereda La Esperanza,3.057222222222222,-76.7761111111111,Rural,2010,1,19780,19
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.0572222222222223, -76.7761111111111)",SUAREZ,CAUCA,Vereda La Esperanza,3.057222222222222,-76.7761111111111,Rural,2010,1,19780,19
Hombre,Menor de 18 anos,Herido,Trabajos de casa,Civil,no,Sin informacion,"(9.685015, -75.122094)",EL CARMEN DE BOLIVAR,BOLIVAR,Sin informacion,9.685015,-75.122094,Rural,2010,1,13244,13
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.0572222222222223, -76.7761111111111)",SUAREZ,CAUCA,Vereda La Esperanza,3.057222222222222,-76.7761111111111,Rural,2010,1,19780,19
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.904166666666667, -71.46)",MAPIRIPAN,META,El Matire,2.904166666666667,-71.46,Rural,2010,1,50325,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.604722222222222, -75.13416666666667)",ALGECIRAS,HUILA,Vereda Termopilas,2.604722222222222,-75.13416666666667,Rural,2010,1,41020,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.604722222222222, -75.13416666666667)",ALGECIRAS,HUILA,Vereda Termopilas,2.604722222222222,-75.13416666666667,Rural,2010,1,41020,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.338888888888889, -75.80277777777778)",ITUANGO,ANTIOQUIA,Vereda Los Monos,7.338888888888889,-75.80277777777778,Rural,2010,1,5361,5
Hombre,Mayor de 18 anos,Muerto,Transito por trocha atajo,Civil,Indigena,Sin informacion,"(3.326974, -76.243463)",FLORIDA,VALLE DEL CAUCA,Sin informacion,3.326974,-76.243463,Rural,2009,9,76275,76
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.0280555555555555, -74.90527777777778)",BARAYA,HUILA,Vereda Versalles,3.028055555555556,-74.90527777777778,Rural,2010,1,41078,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.78, -76.34083333333334)",TIERRALTA,CORDOBA,Bocas De Panico,7.78,-76.34083333333334,Rural,2010,1,23807,23
Hombre,Menor de 18 anos,Herido,Trabajos de casa,Civil,no,Sin informacion,"(9.685015, -75.122094)",EL CARMEN DE BOLIVAR,BOLIVAR,Sin informacion,9.685015,-75.122094,Rural,2010,1,13244,13
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(9.385132, -74.663392)",TALAIGUA NUEVO,BOLIVAR,Corregimiento El Porvenir,9.385132,-74.663392,Rural,1993,9,13780,13
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.1241666666666668, -71.56416666666667)",CARURU,VAUPES,Arara,1.124166666666667,-71.56416666666667,Rural,2010,1,97161,97
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Caminos,"(8.61888888888889, -73.17305555555555)",TEORAMA,NORTE DE SANTANDER,Vereda La Valvula,8.61888888888889,-73.17305555555555,Rural,2010,1,54800,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Caminos,"(8.61888888888889, -73.17305555555555)",TEORAMA,NORTE DE SANTANDER,Vereda La Valvula,8.61888888888889,-73.17305555555555,Rural,2010,1,54800,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Caminos,"(8.61888888888889, -73.17305555555555)",TEORAMA,NORTE DE SANTANDER,Vereda La Valvula,8.61888888888889,-73.17305555555555,Rural,2010,1,54800,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Cerros,"(8.329444444444444, -73.03888888888889)",HACARI,NORTE DE SANTANDER,Vereda El Cobre,8.329444444444444,-73.03888888888889,Rural,2010,2,54344,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Caminos,"(7.390833333333333, -75.14972222222222)",CACERES,ANTIOQUIA,Cerro Blanco,7.390833333333333,-75.14972222222222,Rural,2010,2,5120,5
Mujer,Mayor de 18 anos,Herido,Otra,Civil,no,Sin informacion,"(2.522444, -75.313361)",ALGECIRAS,HUILA,Sin informacion,2.522444,-75.313361,Urbana,2008,12,41020,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.117777777777778, -74.84416666666667)",BARAYA,HUILA,La Libertad,3.117777777777778,-74.84416666666667,Rural,2010,2,41078,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.907777777777778, -76.17194444444445)",TIERRALTA,CORDOBA,El Chispas,7.907777777777778,-76.17194444444445,Rural,2010,2,23807,23
Hombre,Mayor de 18 anos,Muerto,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.509722222222222, -71.14166666666667)",PUERTO RONDON,ARAUCA,Vereda Las Villas,6.509722222222222,-71.14166666666667,Rural,2010,2,81591,81
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.5519444444444446, -77.76916666666666)",SAMANIEGO,NARINO,Vereda San Diego,1.551944444444445,-77.76916666666666,Rural,2010,2,52678,52
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.0422222222222222, -75.02055555555556)",MONTANITA,CAQUETA,Arenoso Bajo,1.042222222222222,-75.02055555555556,Rural,2010,2,18410,18
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Sin informacion,8.639326,-72.735541,Rural,2009,9,54810,54
Hombre,Mayor de 18 anos,Herido,Transito por via usual,Civil,Indigena,Sin informacion,"(6.461209, -71.730855)",TAME,ARAUCA,Vereda Cano Limon,6.461209,-71.730855,Rural,2009,2,81794,81
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.1202777777777777, -75.06166666666667)",MONTANITA,CAQUETA,Las Granjas,1.120277777777778,-75.06166666666667,Rural,2010,2,18410,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.756388888888889, -76.30277777777778)",TIERRALTA,CORDOBA,Casa Lizardo,7.756388888888889,-76.30277777777778,Rural,2010,2,23807,23
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,en sobre cerca rivera de un rio,"(1.4830555555555556, -71.57916666666667)",MIRAFLORES,GUAVIARE,Rio Itilla,1.483055555555556,-71.57916666666667,Rural,2010,2,95200,95
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.5027777777777778, -75.76388888888889)",RIOBLANCO,TOLIMA,El Quebradon,3.502777777777778,-75.76388888888889,Rural,2010,2,73616,73
Mujer,Menor de 18 anos,Herido,Sin Informacion,Civil,Indigena,Sin informacion,"(2.892158, -72.133961)",MAPIRIPAN,META,Sin informacion,2.892158,-72.133961,Rural,2010,1,50325,50
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(2.892158, -72.133961)",MAPIRIPAN,META,Sin informacion,2.892158,-72.133961,Rural,2010,1,50325,50
Mujer,Mayor de 18 anos,Herido,Trabajos de casa,Civil,Indigena,Sin informacion,"(2.892158, -72.133961)",MAPIRIPAN,META,Sin informacion,2.892158,-72.133961,Rural,2010,1,50325,50
Hombre,Mayor de 18 anos,Herido,Agricultura,Civil,Indigena,Sin informacion,"(2.892158, -72.133961)",MAPIRIPAN,META,Sin informacion,2.892158,-72.133961,Rural,2010,1,50325,50
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.181547, -76.052223)",TIERRALTA,CORDOBA,Vereda Lorenzo,8.181547,-76.052223,Rural,2010,2,23807,23
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(2.892158, -72.133961)",MAPIRIPAN,META,Sin informacion,2.892158,-72.133961,Rural,2010,1,50325,50
Hombre,Mayor de 18 anos,Herido,"Recogiendo comida, agua o  madera",Civil,Indigena,Sin informacion,"(8.867215, -75.618582)",CIENAGA DE ORO,CORDOBA,Vereda Puente Seco,8.867215,-75.618582,Rural,2009,3,23189,23
Hombre,Mayor de 18 anos,Herido,Trabajos de casa,Civil,no,Sin informacion,"(0.502569, -76.49818)",PUERTO ASIS,PUTUMAYO,Vereda El Porvenir,0.502569,-76.49818,Rural,2010,2,86568,86
Hombre,Mayor de 18 anos,Herido,Trabajos de casa,Civil,no,Sin informacion,"(6.461209, -71.730855)",TAME,ARAUCA,Vereda Galaxia,6.461209,-71.730855,Rural,2010,1,81794,81
Hombre,Mayor de 18 anos,Herido,Agricultura,Civil,no,Sin informacion,"(1.958453, -72.654146)",CALAMAR,GUAVIARE,Sin informacion,1.958453,-72.654146,Rural,2010,1,95015,95
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(6.187566, -74.993636)",SAN CARLOS,ANTIOQUIA,Vereda Puerto Rico,6.187566,-74.993636,Rural,2000,10,5649,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,en sobre cerca rivera de un rio,"(1.4583333333333333, -72.5225)",MIRAFLORES,GUAVIARE,Rio Itilla,1.458333333333333,-72.5225,Rural,2010,2,95200,95
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,en sobre cerca rivera de un rio,"(1.4583333333333333, -72.5225)",MIRAFLORES,GUAVIARE,Rio Itilla,1.458333333333333,-72.5225,Rural,2010,2,95200,95
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,en sobre cerca rivera de un rio,"(1.4427777777777777, -72.52305555555556)",MIRAFLORES,GUAVIARE,Rio Itilla,1.442777777777778,-72.52305555555556,Rural,2010,2,95200,95
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,en sobre cerca rivera de un rio,"(1.4427777777777777, -72.52305555555556)",MIRAFLORES,GUAVIARE,Rio Itilla,1.442777777777778,-72.52305555555556,Rural,2010,2,95200,95
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.35416617722222, -73.0772514972222)",HACARI,NORTE DE SANTANDER,Vereda El Cobre,8.35416617722222,-73.0772514972222,Rural,2010,2,54344,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.35416617722222, -73.0772514972222)",HACARI,NORTE DE SANTANDER,Vereda El Cobre,8.35416617722222,-73.0772514972222,Rural,2010,2,54344,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.591388888888889, -75.13888888888889)",ALGECIRAS,HUILA,Vereda Termopilas,2.591388888888889,-75.13888888888889,Rural,2010,2,41020,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.904444444444445, -76.46194444444444)",APARTADO,ANTIOQUIA,Corregimiento San Jose,7.904444444444445,-76.46194444444444,Rural,2008,8,5045,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.904444444444445, -76.46194444444444)",APARTADO,ANTIOQUIA,Corregimiento San Jose,7.904444444444445,-76.46194444444444,Rural,2008,8,5045,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.231111111111112, -73.08694444444444)",LA PLAYA,NORTE DE SANTANDER,Vereda Mesa Rica-Ejer Location,8.231111111111112,-73.08694444444444,Rural,2010,1,54398,54
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.231111111111112, -73.08694444444444)",LA PLAYA,NORTE DE SANTANDER,Vereda Mesa Rica-Ejer Location,8.231111111111112,-73.08694444444444,Rural,2003,5,54398,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(0.424591, -76.905657)",VALLE DEL GUAMUEZ,PUTUMAYO,Vereda El Tigre,0.424591,-76.905657,Rural,2008,8,86865,86
Hombre,Mayor de 18 anos,Herido,Erradicacion de cultivos ilicitos,Civil,no,Sin informacion,"(0.424591, -76.905657)",VALLE DEL GUAMUEZ,PUTUMAYO,Vereda El Tigre,0.424591,-76.905657,Rural,2008,8,86865,86
Hombre,Mayor de 18 anos,Herido,Erradicacion de cultivos ilicitos,Civil,no,Sin informacion,"(0.424591, -76.905657)",VALLE DEL GUAMUEZ,PUTUMAYO,Vereda El Tigre,0.424591,-76.905657,Rural,2008,8,86865,86
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(0.424591, -76.905657)",VALLE DEL GUAMUEZ,PUTUMAYO,Vereda El Tigre,0.424591,-76.905657,Rural,2008,8,86865,86
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(0.424591, -76.905657)",VALLE DEL GUAMUEZ,PUTUMAYO,Vereda El Tigre,0.424591,-76.905657,Rural,2008,8,86865,86
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(0.9913888889, -75.0827777778)",SOLANO,CAQUETA,Puerto Tejada,0.9913888889,-75.0827777778,Rural,2010,3,18756,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.438055555555556, -73.23305555555555)",SAN CALIXTO,NORTE DE SANTANDER,Sin informacion,8.438055555555556,-73.23305555555555,Rural,2010,3,54670,54
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Caminos,"(6.980833333333333, -75.62638888888888)",SAN ANDRES,ANTIOQUIA,Vereda El Penol,6.980833333333333,-75.62638888888888,Rural,2010,3,5647,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.2988888888888885, -72.60666666666667)",AGUAZUL,CASANARE,Cumana,5.298888888888888,-72.60666666666667,Rural,2010,3,85010,85
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.929816, -76.216388)",ISNOS,HUILA,Vereda Palmar,1.929816,-76.216388,Rural,2010,3,41359,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.6274999999999995, -71.24527777777777)",ARAUQUITA,ARAUCA,Vereda Cano Claro,6.6275,-71.24527777777777,Rural,2010,3,81065,81
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.6274999999999995, -71.24527777777777)",ARAUQUITA,ARAUCA,Vereda Cano Claro,6.6275,-71.24527777777777,Rural,2010,3,81065,81
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.1016666666666666, -75.035)",PUERTO RICO,CAQUETA,Vereda El Retorno,2.101666666666667,-75.035,Rural,2010,3,18592,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.968888888888889, -75.48611111111111)",FLORENCIA,CAQUETA,Vereda Remolinos Orteguaza,1.968888888888889,-75.48611111111111,Rural,2010,3,18001,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.229209, -75.564887)",MEDELLIN,ANTIOQUIA,Vereda El Respaldo,6.229209,-75.564887,Rural,2010,3,5001,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Cerros,"(1.5769444444444445, -77.81277777777778)",SAMANIEGO,NARINO,La Conga,1.576944444444444,-77.81277777777778,Rural,2010,3,52678,52
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Canos,"(6.459722222222222, -71.3625)",TAME,ARAUCA,La Siberia,6.459722222222222,-71.3625,Rural,2010,3,81794,81
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Canos,"(6.459722222222222, -71.3625)",TAME,ARAUCA,La Siberia,6.459722222222222,-71.3625,Rural,2010,3,81794,81
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.111667, -75.095833)",GRANADA,ANTIOQUIA,Vereda La Linda,6.111667,-75.095833,Rural,2004,11,5313,5
Hombre,Mayor de 18 anos,Herido,Transito por via usual,Civil,no,Sin informacion,"(3.375361, -74.802161)",COLOMBIA,HUILA,Vereda El Playon,3.375361,-74.802161,Rural,2009,3,41206,41
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(8.58341, -73.0921120209)",EL TARRA,NORTE DE SANTANDER,Sin informacion,8.58341,-73.0921120209,Rural,2008,10,54250,54
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(2.939542, -73.207891)",PUERTO RICO,META,Sin informacion,2.939542,-73.207891,Rural,2006,3,50590,50
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(2.039527, -77.217142)",BALBOA,CAUCA,Sin informacion,2.039527,-77.217142,Rural,2006,9,19075,19
Hombre,Mayor de 18 anos,Herido,Erradicador manual - PCI,Civil,no,Sin informacion,"(2.039527, -77.217142)",BALBOA,CAUCA,Sin informacion,2.039527,-77.217142,Rural,2006,9,19075,19
Hombre,Menor de 18 anos,Herido,Jugando,Civil,no,Sin informacion,"(7.963275, -74.051674)",SANTA ROSA DEL SUR,BOLIVAR,Vereda El Golfo,7.963275,-74.051674,Rural,2010,2,13688,13
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Caminos,"(3.0508333333333333, -74.44111111111111)",URIBE,META,Vereda Candilejas,3.050833333333333,-74.44111111111111,Rural,2009,5,50370,50
Hombre,Mayor de 18 anos,Muerto,Sin Informacion,Civil,Indigena,Sin informacion,"(1.22182, -77.677265)",SANTA CRUZ,NARINO,Sin informacion,1.22182,-77.677265,Rural,2008,5,52699,52
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(1.337083, -77.59313)",SAMANIEGO,NARINO,Sin informacion,1.337083,-77.59313,Rural,2007,2,52678,52
